"행정구역(시군구)별","연령별","항목","단위","2022.02 월",
"보령시","82세","여자인구수[명]","명","542",
"보령시","83세","총인구수[명]","명","852",
"보령시","83세","남자인구수[명]","명","300",
"보령시","83세","여자인구수[명]","명","552",
"보령시","84세","총인구수[명]","명","700",
"보령시","84세","남자인구수[명]","명","249",
"보령시","84세","여자인구수[명]","명","451",
"보령시","85세","총인구수[명]","명","670",
"보령시","85세","남자인구수[명]","명","245",
"보령시","85세","여자인구수[명]","명","425",
"보령시","86세","총인구수[명]","명","606",
"보령시","86세","남자인구수[명]","명","199",
"보령시","86세","여자인구수[명]","명","407",
"보령시","87세","총인구수[명]","명","495",
"보령시","87세","남자인구수[명]","명","155",
"보령시","87세","여자인구수[명]","명","340",
"보령시","88세","총인구수[명]","명","411",
"보령시","88세","남자인구수[명]","명","142",
"보령시","88세","여자인구수[명]","명","269",
"보령시","89세","총인구수[명]","명","304",
"보령시","89세","남자인구수[명]","명","82",
"보령시","89세","여자인구수[명]","명","222",
"보령시","90세","총인구수[명]","명","244",
"보령시","90세","남자인구수[명]","명","63",
"보령시","90세","여자인구수[명]","명","181",
"보령시","91세","총인구수[명]","명","213",
"보령시","91세","남자인구수[명]","명","45",
"보령시","91세","여자인구수[명]","명","168",
"보령시","92세","총인구수[명]","명","179",
"보령시","92세","남자인구수[명]","명","39",
"보령시","92세","여자인구수[명]","명","140",
"보령시","93세","총인구수[명]","명","108",
"보령시","93세","남자인구수[명]","명","24",
"보령시","93세","여자인구수[명]","명","84",
"보령시","94세","총인구수[명]","명","84",
"보령시","94세","남자인구수[명]","명","21",
"보령시","94세","여자인구수[명]","명","63",
"보령시","95세","총인구수[명]","명","73",
"보령시","95세","남자인구수[명]","명","16",
"보령시","95세","여자인구수[명]","명","57",
"보령시","96세","총인구수[명]","명","45",
"보령시","96세","남자인구수[명]","명","6",
"보령시","96세","여자인구수[명]","명","39",
"보령시","97세","총인구수[명]","명","35",
"보령시","97세","남자인구수[명]","명","8",
"보령시","97세","여자인구수[명]","명","27",
"보령시","98세","총인구수[명]","명","28",
"보령시","98세","남자인구수[명]","명","5",
"보령시","98세","여자인구수[명]","명","23",
"보령시","99세","총인구수[명]","명","19",
"보령시","99세","남자인구수[명]","명","1",
"보령시","99세","여자인구수[명]","명","18",
"보령시","100세 이상","총인구수[명]","명","26",
"보령시","100세 이상","남자인구수[명]","명","4",
"보령시","100세 이상","여자인구수[명]","명","22",
"아산시","계","총인구수[명]","명","327717",
"아산시","계","남자인구수[명]","명","170587",
"아산시","계","여자인구수[명]","명","157130",
"아산시","0세","총인구수[명]","명","1860",
"아산시","0세","남자인구수[명]","명","970",
"아산시","0세","여자인구수[명]","명","890",
"아산시","1세","총인구수[명]","명","2190",
"아산시","1세","남자인구수[명]","명","1123",
"아산시","1세","여자인구수[명]","명","1067",
"아산시","2세","총인구수[명]","명","2541",
"아산시","2세","남자인구수[명]","명","1328",
"아산시","2세","여자인구수[명]","명","1213",
"아산시","3세","총인구수[명]","명","2943",
"아산시","3세","남자인구수[명]","명","1448",
"아산시","3세","여자인구수[명]","명","1495",
"아산시","4세","총인구수[명]","명","3142",
"아산시","4세","남자인구수[명]","명","1624",
"아산시","4세","여자인구수[명]","명","1518",
"아산시","5세","총인구수[명]","명","3524",
"아산시","5세","남자인구수[명]","명","1786",
"아산시","5세","여자인구수[명]","명","1738",
"아산시","6세","총인구수[명]","명","3939",
"아산시","6세","남자인구수[명]","명","2052",
"아산시","6세","여자인구수[명]","명","1887",
"아산시","7세","총인구수[명]","명","3633",
"아산시","7세","남자인구수[명]","명","1844",
"아산시","7세","여자인구수[명]","명","1789",
"아산시","8세","총인구수[명]","명","3809",
"아산시","8세","남자인구수[명]","명","1992",
"아산시","8세","여자인구수[명]","명","1817",
"아산시","9세","총인구수[명]","명","4126",
"아산시","9세","남자인구수[명]","명","2117",
"아산시","9세","여자인구수[명]","명","2009",
"아산시","10세","총인구수[명]","명","4136",
"아산시","10세","남자인구수[명]","명","2107",
"아산시","10세","여자인구수[명]","명","2029",
"아산시","11세","총인구수[명]","명","4068",
"아산시","11세","남자인구수[명]","명","2146",
"아산시","11세","여자인구수[명]","명","1922",
"아산시","12세","총인구수[명]","명","3768",
"아산시","12세","남자인구수[명]","명","1900",
"아산시","12세","여자인구수[명]","명","1868",
"아산시","13세","총인구수[명]","명","3748",
"아산시","13세","남자인구수[명]","명","1929",
"아산시","13세","여자인구수[명]","명","1819",
"아산시","14세","총인구수[명]","명","3880",
"아산시","14세","남자인구수[명]","명","2005",
"아산시","14세","여자인구수[명]","명","1875",
"아산시","15세","총인구수[명]","명","3487",
"아산시","15세","남자인구수[명]","명","1756",
"아산시","15세","여자인구수[명]","명","1731",
"아산시","16세","총인구수[명]","명","3205",
"아산시","16세","남자인구수[명]","명","1673",
"아산시","16세","여자인구수[명]","명","1532",
"아산시","17세","총인구수[명]","명","3317",
"아산시","17세","남자인구수[명]","명","1681",
"아산시","17세","여자인구수[명]","명","1636",
"아산시","18세","총인구수[명]","명","3288",
"아산시","18세","남자인구수[명]","명","1702",
"아산시","18세","여자인구수[명]","명","1586",
"아산시","19세","총인구수[명]","명","3082",
"아산시","19세","남자인구수[명]","명","1612",
"아산시","19세","여자인구수[명]","명","1470",
"아산시","20세","총인구수[명]","명","3326",
"아산시","20세","남자인구수[명]","명","1760",
"아산시","20세","여자인구수[명]","명","1566",
"아산시","21세","총인구수[명]","명","3787",
"아산시","21세","남자인구수[명]","명","2024",
"아산시","21세","여자인구수[명]","명","1763",
"아산시","22세","총인구수[명]","명","3489",
"아산시","22세","남자인구수[명]","명","1966",
"아산시","22세","여자인구수[명]","명","1523",
"아산시","23세","총인구수[명]","명","3615",
"아산시","23세","남자인구수[명]","명","1975",
"아산시","23세","여자인구수[명]","명","1640",
"아산시","24세","총인구수[명]","명","3575",
"아산시","24세","남자인구수[명]","명","2018",
"아산시","24세","여자인구수[명]","명","1557",
"아산시","25세","총인구수[명]","명","3672",
"아산시","25세","남자인구수[명]","명","2101",
"아산시","25세","여자인구수[명]","명","1571",
"아산시","26세","총인구수[명]","명","3794",
"아산시","26세","남자인구수[명]","명","2140",
"아산시","26세","여자인구수[명]","명","1654",
"아산시","27세","총인구수[명]","명","3837",
"아산시","27세","남자인구수[명]","명","2191",
"아산시","27세","여자인구수[명]","명","1646",
"아산시","28세","총인구수[명]","명","4125",
"아산시","28세","남자인구수[명]","명","2363",
"아산시","28세","여자인구수[명]","명","1762",
"아산시","29세","총인구수[명]","명","4377",
"아산시","29세","남자인구수[명]","명","2410",
"아산시","29세","여자인구수[명]","명","1967",
"아산시","30세","총인구수[명]","명","4220",
"아산시","30세","남자인구수[명]","명","2379",
"아산시","30세","여자인구수[명]","명","1841",
"아산시","31세","총인구수[명]","명","3993",
"아산시","31세","남자인구수[명]","명","2158",
"아산시","31세","여자인구수[명]","명","1835",
"아산시","32세","총인구수[명]","명","4263",
"아산시","32세","남자인구수[명]","명","2308",
"아산시","32세","여자인구수[명]","명","1955",
"아산시","33세","총인구수[명]","명","4359",
"아산시","33세","남자인구수[명]","명","2306",
"아산시","33세","여자인구수[명]","명","2053",
"아산시","34세","총인구수[명]","명","4565",
"아산시","34세","남자인구수[명]","명","2403",
"아산시","34세","여자인구수[명]","명","2162",
"아산시","35세","총인구수[명]","명","4811",
"아산시","35세","남자인구수[명]","명","2496",
"아산시","35세","여자인구수[명]","명","2315",
"아산시","36세","총인구수[명]","명","4873",
"아산시","36세","남자인구수[명]","명","2605",
"아산시","36세","여자인구수[명]","명","2268",
"아산시","37세","총인구수[명]","명","5089",
"아산시","37세","남자인구수[명]","명","2706",
"아산시","37세","여자인구수[명]","명","2383",
"아산시","38세","총인구수[명]","명","5549",
"아산시","38세","남자인구수[명]","명","2916",
"아산시","38세","여자인구수[명]","명","2633",
"아산시","39세","총인구수[명]","명","6690",
"아산시","39세","남자인구수[명]","명","3585",
"아산시","39세","여자인구수[명]","명","3105",
"아산시","40세","총인구수[명]","명","6719",
"아산시","40세","남자인구수[명]","명","3658",
"아산시","40세","여자인구수[명]","명","3061",
"아산시","41세","총인구수[명]","명","6618",
"아산시","41세","남자인구수[명]","명","3575",
"아산시","41세","여자인구수[명]","명","3043",
"아산시","42세","총인구수[명]","명","6517",
"아산시","42세","남자인구수[명]","명","3509",
"아산시","42세","여자인구수[명]","명","3008",
"아산시","43세","총인구수[명]","명","5591",
"아산시","43세","남자인구수[명]","명","3080",
"아산시","43세","여자인구수[명]","명","2511",
"아산시","44세","총인구수[명]","명","5957",
"아산시","44세","남자인구수[명]","명","3295",
"아산시","44세","여자인구수[명]","명","2662",
"아산시","45세","총인구수[명]","명","5501",
"아산시","45세","남자인구수[명]","명","2917",
"아산시","45세","여자인구수[명]","명","2584",
"아산시","46세","총인구수[명]","명","5488",
"아산시","46세","남자인구수[명]","명","2933",
"아산시","46세","여자인구수[명]","명","2555",
"아산시","47세","총인구수[명]","명","5642",
"아산시","47세","남자인구수[명]","명","3050",
"아산시","47세","여자인구수[명]","명","2592",
"아산시","48세","총인구수[명]","명","5804",
"아산시","48세","남자인구수[명]","명","3131",
"아산시","48세","여자인구수[명]","명","2673",
"아산시","49세","총인구수[명]","명","5488",
"아산시","49세","남자인구수[명]","명","3004",
"아산시","49세","여자인구수[명]","명","2484",
"아산시","50세","총인구수[명]","명","5761",
"아산시","50세","남자인구수[명]","명","3236",
"아산시","50세","여자인구수[명]","명","2525",
"아산시","51세","총인구수[명]","명","5610",
"아산시","51세","남자인구수[명]","명","3100",
"아산시","51세","여자인구수[명]","명","2510",
"아산시","52세","총인구수[명]","명","5345",
"아산시","52세","남자인구수[명]","명","2920",
"아산시","52세","여자인구수[명]","명","2425",
"아산시","53세","총인구수[명]","명","5437",
"아산시","53세","남자인구수[명]","명","2860",
"아산시","53세","여자인구수[명]","명","2577",
"아산시","54세","총인구수[명]","명","4604",
"아산시","54세","남자인구수[명]","명","2473",
"아산시","54세","여자인구수[명]","명","2131",
"아산시","55세","총인구수[명]","명","4611",
"아산시","55세","남자인구수[명]","명","2535",
"아산시","55세","여자인구수[명]","명","2076",
"아산시","56세","총인구수[명]","명","4516",
"아산시","56세","남자인구수[명]","명","2421",
"아산시","56세","여자인구수[명]","명","2095",
"아산시","57세","총인구수[명]","명","4651",
"아산시","57세","남자인구수[명]","명","2523",
"아산시","57세","여자인구수[명]","명","2128",
"아산시","58세","총인구수[명]","명","3808",
"아산시","58세","남자인구수[명]","명","2082",
"아산시","58세","여자인구수[명]","명","1726",
"아산시","59세","총인구수[명]","명","4412",
"아산시","59세","남자인구수[명]","명","2373",
"아산시","59세","여자인구수[명]","명","2039",
"아산시","60세","총인구수[명]","명","4644",
"아산시","60세","남자인구수[명]","명","2490",
"아산시","60세","여자인구수[명]","명","2154",
"아산시","61세","총인구수[명]","명","4795",
"아산시","61세","남자인구수[명]","명","2474",
"아산시","61세","여자인구수[명]","명","2321",
"아산시","62세","총인구수[명]","명","4250",
"아산시","62세","남자인구수[명]","명","2191",
"아산시","62세","여자인구수[명]","명","2059",
"아산시","63세","총인구수[명]","명","3637",
"아산시","63세","남자인구수[명]","명","1829",
"아산시","63세","여자인구수[명]","명","1808",
"아산시","64세","총인구수[명]","명","3532",
"아산시","64세","남자인구수[명]","명","1782",
"아산시","64세","여자인구수[명]","명","1750",
"아산시","65세","총인구수[명]","명","3269",
"아산시","65세","남자인구수[명]","명","1643",
"아산시","65세","여자인구수[명]","명","1626",
"아산시","66세","총인구수[명]","명","3393",
"아산시","66세","남자인구수[명]","명","1677",
"아산시","66세","여자인구수[명]","명","1716",
"아산시","67세","총인구수[명]","명","3103",
"아산시","67세","남자인구수[명]","명","1500",
"아산시","67세","여자인구수[명]","명","1603",
"아산시","68세","총인구수[명]","명","2367",
"아산시","68세","남자인구수[명]","명","1153",
"아산시","68세","여자인구수[명]","명","1214",
"아산시","69세","총인구수[명]","명","2577",
"아산시","69세","남자인구수[명]","명","1222",
"아산시","69세","여자인구수[명]","명","1355",
"아산시","70세","총인구수[명]","명","2104",
"아산시","70세","남자인구수[명]","명","989",
"아산시","70세","여자인구수[명]","명","1115",
"아산시","71세","총인구수[명]","명","2113",
"아산시","71세","남자인구수[명]","명","964",
"아산시","71세","여자인구수[명]","명","1149",
"아산시","72세","총인구수[명]","명","2078",
"아산시","72세","남자인구수[명]","명","961",
"아산시","72세","여자인구수[명]","명","1117",
"아산시","73세","총인구수[명]","명","2130",
"아산시","73세","남자인구수[명]","명","1031",
"아산시","73세","여자인구수[명]","명","1099",
"아산시","74세","총인구수[명]","명","2002",
"아산시","74세","남자인구수[명]","명","944",
"아산시","74세","여자인구수[명]","명","1058",
"아산시","75세","총인구수[명]","명","1801",
"아산시","75세","남자인구수[명]","명","802",
"아산시","75세","여자인구수[명]","명","999",
"아산시","76세","총인구수[명]","명","1374",
"아산시","76세","남자인구수[명]","명","602",
"아산시","76세","여자인구수[명]","명","772",
"아산시","77세","총인구수[명]","명","1502",
"아산시","77세","남자인구수[명]","명","638",
"아산시","77세","여자인구수[명]","명","864",
"아산시","78세","총인구수[명]","명","1502",
"아산시","78세","남자인구수[명]","명","622",
"아산시","78세","여자인구수[명]","명","880",
"아산시","79세","총인구수[명]","명","1874",
"아산시","79세","남자인구수[명]","명","754",
"아산시","79세","여자인구수[명]","명","1120",
"아산시","80세","총인구수[명]","명","1564",
"아산시","80세","남자인구수[명]","명","645",
"아산시","80세","여자인구수[명]","명","919",
"아산시","81세","총인구수[명]","명","1226",
"아산시","81세","남자인구수[명]","명","476",
"아산시","81세","여자인구수[명]","명","750",
"아산시","82세","총인구수[명]","명","1395",
"아산시","82세","남자인구수[명]","명","541",
"아산시","82세","여자인구수[명]","명","854",
"아산시","83세","총인구수[명]","명","1244",
"아산시","83세","남자인구수[명]","명","441",
"아산시","83세","여자인구수[명]","명","803",
"아산시","84세","총인구수[명]","명","1110",
"아산시","84세","남자인구수[명]","명","396",
"아산시","84세","여자인구수[명]","명","714",
"아산시","85세","총인구수[명]","명","1037",
"아산시","85세","남자인구수[명]","명","355",
"아산시","85세","여자인구수[명]","명","682",
"아산시","86세","총인구수[명]","명","876",
"아산시","86세","남자인구수[명]","명","307",
"아산시","86세","여자인구수[명]","명","569",
"아산시","87세","총인구수[명]","명","783",
"아산시","87세","남자인구수[명]","명","236",
"아산시","87세","여자인구수[명]","명","547",
"아산시","88세","총인구수[명]","명","605",
"아산시","88세","남자인구수[명]","명","157",
"아산시","88세","여자인구수[명]","명","448",
"아산시","89세","총인구수[명]","명","512",
"아산시","89세","남자인구수[명]","명","136",
"아산시","89세","여자인구수[명]","명","376",
"아산시","90세","총인구수[명]","명","409",
"아산시","90세","남자인구수[명]","명","114",
"아산시","90세","여자인구수[명]","명","295",
"아산시","91세","총인구수[명]","명","291",
"아산시","91세","남자인구수[명]","명","71",
"아산시","91세","여자인구수[명]","명","220",
"아산시","92세","총인구수[명]","명","236",
"아산시","92세","남자인구수[명]","명","54",
"아산시","92세","여자인구수[명]","명","182",
"아산시","93세","총인구수[명]","명","204",
"아산시","93세","남자인구수[명]","명","38",
"아산시","93세","여자인구수[명]","명","166",
"아산시","94세","총인구수[명]","명","123",
"아산시","94세","남자인구수[명]","명","21",
"아산시","94세","여자인구수[명]","명","102",
"아산시","95세","총인구수[명]","명","84",
"아산시","95세","남자인구수[명]","명","15",
"아산시","95세","여자인구수[명]","명","69",
"아산시","96세","총인구수[명]","명","49",
"아산시","96세","남자인구수[명]","명","9",
"아산시","96세","여자인구수[명]","명","40",
"아산시","97세","총인구수[명]","명","48",
"아산시","97세","남자인구수[명]","명","11",
"아산시","97세","여자인구수[명]","명","37",
"아산시","98세","총인구수[명]","명","29",
"아산시","98세","남자인구수[명]","명","4",
"아산시","98세","여자인구수[명]","명","25",
"아산시","99세","총인구수[명]","명","29",
"아산시","99세","남자인구수[명]","명","6",
"아산시","99세","여자인구수[명]","명","23",
"아산시","100세 이상","총인구수[명]","명","41",
"아산시","100세 이상","남자인구수[명]","명","6",
"아산시","100세 이상","여자인구수[명]","명","35",
"서산시","계","총인구수[명]","명","176559",
"서산시","계","남자인구수[명]","명","92057",
"서산시","계","여자인구수[명]","명","84502",
"서산시","0세","총인구수[명]","명","978",
"서산시","0세","남자인구수[명]","명","480",
"서산시","0세","여자인구수[명]","명","498",
"서산시","1세","총인구수[명]","명","1109",
"서산시","1세","남자인구수[명]","명","554",
"서산시","1세","여자인구수[명]","명","555",
"서산시","2세","총인구수[명]","명","1202",
"서산시","2세","남자인구수[명]","명","588",
"서산시","2세","여자인구수[명]","명","614",
"서산시","3세","총인구수[명]","명","1314",
"서산시","3세","남자인구수[명]","명","664",
"서산시","3세","여자인구수[명]","명","650",
"서산시","4세","총인구수[명]","명","1393",
"서산시","4세","남자인구수[명]","명","730",
"서산시","4세","여자인구수[명]","명","663",
"서산시","5세","총인구수[명]","명","1566",
"서산시","5세","남자인구수[명]","명","786",
"서산시","5세","여자인구수[명]","명","780",
"서산시","6세","총인구수[명]","명","1687",
"서산시","6세","남자인구수[명]","명","879",
"서산시","6세","여자인구수[명]","명","808",
"서산시","7세","총인구수[명]","명","1702",
"서산시","7세","남자인구수[명]","명","862",
"서산시","7세","여자인구수[명]","명","840",
"서산시","8세","총인구수[명]","명","1687",
"서산시","8세","남자인구수[명]","명","835",
"서산시","8세","여자인구수[명]","명","852",
"서산시","9세","총인구수[명]","명","1870",
"서산시","9세","남자인구수[명]","명","973",
"서산시","9세","여자인구수[명]","명","897",
"서산시","10세","총인구수[명]","명","1782",
"서산시","10세","남자인구수[명]","명","948",
"서산시","10세","여자인구수[명]","명","834",
"서산시","11세","총인구수[명]","명","1811",
"서산시","11세","남자인구수[명]","명","934",
"서산시","11세","여자인구수[명]","명","877",
"서산시","12세","총인구수[명]","명","1679",
"서산시","12세","남자인구수[명]","명","901",
"서산시","12세","여자인구수[명]","명","778",
"서산시","13세","총인구수[명]","명","1779",
"서산시","13세","남자인구수[명]","명","921",
"서산시","13세","여자인구수[명]","명","858",
"서산시","14세","총인구수[명]","명","1894",
"서산시","14세","남자인구수[명]","명","984",
"서산시","14세","여자인구수[명]","명","910",
"서산시","15세","총인구수[명]","명","1669",
"서산시","15세","남자인구수[명]","명","861",
"서산시","15세","여자인구수[명]","명","808",
"서산시","16세","총인구수[명]","명","1548",
"서산시","16세","남자인구수[명]","명","796",
"서산시","16세","여자인구수[명]","명","752",
"서산시","17세","총인구수[명]","명","1637",
"서산시","17세","남자인구수[명]","명","878",
"서산시","17세","여자인구수[명]","명","759",
"서산시","18세","총인구수[명]","명","1641",
"서산시","18세","남자인구수[명]","명","904",
"서산시","18세","여자인구수[명]","명","737",
"서산시","19세","총인구수[명]","명","1668",
"서산시","19세","남자인구수[명]","명","950",
"서산시","19세","여자인구수[명]","명","718",
"서산시","20세","총인구수[명]","명","1749",
"서산시","20세","남자인구수[명]","명","1013",
"서산시","20세","여자인구수[명]","명","736",
"서산시","21세","총인구수[명]","명","1939",
"서산시","21세","남자인구수[명]","명","1103",
"서산시","21세","여자인구수[명]","명","836",
"서산시","22세","총인구수[명]","명","1795",
"서산시","22세","남자인구수[명]","명","1063",
"서산시","22세","여자인구수[명]","명","732",
"서산시","23세","총인구수[명]","명","1721",
"서산시","23세","남자인구수[명]","명","1004",
"서산시","23세","여자인구수[명]","명","717",
"서산시","24세","총인구수[명]","명","1773",
"서산시","24세","남자인구수[명]","명","1046",
"서산시","24세","여자인구수[명]","명","727",
"서산시","25세","총인구수[명]","명","1727",
"서산시","25세","남자인구수[명]","명","1037",
"서산시","25세","여자인구수[명]","명","690",
"서산시","26세","총인구수[명]","명","1912",
"서산시","26세","남자인구수[명]","명","1193",
"서산시","26세","여자인구수[명]","명","719",
"서산시","27세","총인구수[명]","명","2021",
"서산시","27세","남자인구수[명]","명","1239",
"서산시","27세","여자인구수[명]","명","782",
"서산시","28세","총인구수[명]","명","2088",
"서산시","28세","남자인구수[명]","명","1304",
"서산시","28세","여자인구수[명]","명","784",
"서산시","29세","총인구수[명]","명","2026",
"서산시","29세","남자인구수[명]","명","1228",
"서산시","29세","여자인구수[명]","명","798",
"서산시","30세","총인구수[명]","명","2021",
"서산시","30세","남자인구수[명]","명","1153",
"서산시","30세","여자인구수[명]","명","868",
"서산시","31세","총인구수[명]","명","1962",
"서산시","31세","남자인구수[명]","명","1172",
"서산시","31세","여자인구수[명]","명","790",
"서산시","32세","총인구수[명]","명","2064",
"서산시","32세","남자인구수[명]","명","1178",
"서산시","32세","여자인구수[명]","명","886",
"서산시","33세","총인구수[명]","명","2054",
"서산시","33세","남자인구수[명]","명","1160",
"서산시","33세","여자인구수[명]","명","894",
"서산시","34세","총인구수[명]","명","2006",
"서산시","34세","남자인구수[명]","명","1136",
"서산시","34세","여자인구수[명]","명","870",
"서산시","35세","총인구수[명]","명","1981",
"서산시","35세","남자인구수[명]","명","1131",
"서산시","35세","여자인구수[명]","명","850",
"서산시","36세","총인구수[명]","명","2040",
"서산시","36세","남자인구수[명]","명","1090",
"서산시","36세","여자인구수[명]","명","950",
"서산시","37세","총인구수[명]","명","2069",
"서산시","37세","남자인구수[명]","명","1140",
"서산시","37세","여자인구수[명]","명","929",
"서산시","38세","총인구수[명]","명","2471",
"서산시","38세","남자인구수[명]","명","1339",
"서산시","38세","여자인구수[명]","명","1132",
"서산시","39세","총인구수[명]","명","2707",
"서산시","39세","남자인구수[명]","명","1445",
"서산시","39세","여자인구수[명]","명","1262",
"서산시","40세","총인구수[명]","명","2809",
"서산시","40세","남자인구수[명]","명","1519",
"서산시","40세","여자인구수[명]","명","1290",
"서산시","41세","총인구수[명]","명","2830",
"서산시","41세","남자인구수[명]","명","1502",
"서산시","41세","여자인구수[명]","명","1328",
"서산시","42세","총인구수[명]","명","2757",
"서산시","42세","남자인구수[명]","명","1442",
"서산시","42세","여자인구수[명]","명","1315",
"서산시","43세","총인구수[명]","명","2594",
"서산시","43세","남자인구수[명]","명","1414",
"서산시","43세","여자인구수[명]","명","1180",
"서산시","44세","총인구수[명]","명","2689",
"서산시","44세","남자인구수[명]","명","1419",
"서산시","44세","여자인구수[명]","명","1270",
"서산시","45세","총인구수[명]","명","2490",
"서산시","45세","남자인구수[명]","명","1310",
"서산시","45세","여자인구수[명]","명","1180",
"서산시","46세","총인구수[명]","명","2766",
"서산시","46세","남자인구수[명]","명","1461",
"서산시","46세","여자인구수[명]","명","1305",
"서산시","47세","총인구수[명]","명","2834",
"서산시","47세","남자인구수[명]","명","1485",
"서산시","47세","여자인구수[명]","명","1349",
"서산시","48세","총인구수[명]","명","3094",
"서산시","48세","남자인구수[명]","명","1702",
"서산시","48세","여자인구수[명]","명","1392",
"서산시","49세","총인구수[명]","명","2982",
"서산시","49세","남자인구수[명]","명","1597",
"서산시","49세","여자인구수[명]","명","1385",
"서산시","50세","총인구수[명]","명","3080",
"서산시","50세","남자인구수[명]","명","1705",
"서산시","50세","여자인구수[명]","명","1375",
"서산시","51세","총인구수[명]","명","3120",
"서산시","51세","남자인구수[명]","명","1681",
"서산시","51세","여자인구수[명]","명","1439",
"서산시","52세","총인구수[명]","명","2977",
"서산시","52세","남자인구수[명]","명","1593",
"서산시","52세","여자인구수[명]","명","1384",
"서산시","53세","총인구수[명]","명","3152",
"서산시","53세","남자인구수[명]","명","1644",
"서산시","53세","여자인구수[명]","명","1508",
"서산시","54세","총인구수[명]","명","2792",
"서산시","54세","남자인구수[명]","명","1508",
"서산시","54세","여자인구수[명]","명","1284",
"서산시","55세","총인구수[명]","명","2824",
"서산시","55세","남자인구수[명]","명","1543",
"서산시","55세","여자인구수[명]","명","1281",
"서산시","56세","총인구수[명]","명","2648",
"서산시","56세","남자인구수[명]","명","1405",
"서산시","56세","여자인구수[명]","명","1243",
"서산시","57세","총인구수[명]","명","2909",
"서산시","57세","남자인구수[명]","명","1560",
"서산시","57세","여자인구수[명]","명","1349",
"서산시","58세","총인구수[명]","명","2421",
"서산시","58세","남자인구수[명]","명","1269",
"서산시","58세","여자인구수[명]","명","1152",
"서산시","59세","총인구수[명]","명","2781",
"서산시","59세","남자인구수[명]","명","1506",
"서산시","59세","여자인구수[명]","명","1275",
"서산시","60세","총인구수[명]","명","3171",
"서산시","60세","남자인구수[명]","명","1645",
"서산시","60세","여자인구수[명]","명","1526",
"서산시","61세","총인구수[명]","명","3108",
"서산시","61세","남자인구수[명]","명","1570",
"서산시","61세","여자인구수[명]","명","1538",
"서산시","62세","총인구수[명]","명","2903",
"서산시","62세","남자인구수[명]","명","1491",
"서산시","62세","여자인구수[명]","명","1412",
"서산시","63세","총인구수[명]","명","2520",
"서산시","63세","남자인구수[명]","명","1288",
"서산시","63세","여자인구수[명]","명","1232",
"서산시","64세","총인구수[명]","명","2402",
"서산시","64세","남자인구수[명]","명","1226",
"서산시","64세","여자인구수[명]","명","1176",
"서산시","65세","총인구수[명]","명","2269",
"서산시","65세","남자인구수[명]","명","1114",
"서산시","65세","여자인구수[명]","명","1155",
"서산시","66세","총인구수[명]","명","2176",
"서산시","66세","남자인구수[명]","명","1071",
"서산시","66세","여자인구수[명]","명","1105",
"서산시","67세","총인구수[명]","명","2148",
"서산시","67세","남자인구수[명]","명","1002",
"서산시","67세","여자인구수[명]","명","1146",
"서산시","68세","총인구수[명]","명","1590",
"서산시","68세","남자인구수[명]","명","783",
"서산시","68세","여자인구수[명]","명","807",
"서산시","69세","총인구수[명]","명","1868",
"서산시","69세","남자인구수[명]","명","945",
"서산시","69세","여자인구수[명]","명","923",
"서산시","70세","총인구수[명]","명","1575",
"서산시","70세","남자인구수[명]","명","792",
"서산시","70세","여자인구수[명]","명","783",
"서산시","71세","총인구수[명]","명","1562",
"서산시","71세","남자인구수[명]","명","739",
"서산시","71세","여자인구수[명]","명","823",
"서산시","72세","총인구수[명]","명","1722",
"서산시","72세","남자인구수[명]","명","867",
"서산시","72세","여자인구수[명]","명","855",
"서산시","73세","총인구수[명]","명","1608",
"서산시","73세","남자인구수[명]","명","818",
"서산시","73세","여자인구수[명]","명","790",
"서산시","74세","총인구수[명]","명","1468",
"서산시","74세","남자인구수[명]","명","687",
"서산시","74세","여자인구수[명]","명","781",
"서산시","75세","총인구수[명]","명","1347",
"서산시","75세","남자인구수[명]","명","667",
"서산시","75세","여자인구수[명]","명","680",
"서산시","76세","총인구수[명]","명","1025",
"서산시","76세","남자인구수[명]","명","493",
"서산시","76세","여자인구수[명]","명","532",
"서산시","77세","총인구수[명]","명","1115",
"서산시","77세","남자인구수[명]","명","486",
"서산시","77세","여자인구수[명]","명","629",
"서산시","78세","총인구수[명]","명","1119",
"서산시","78세","남자인구수[명]","명","502",
"서산시","78세","여자인구수[명]","명","617",
"서산시","79세","총인구수[명]","명","1434",
"서산시","79세","남자인구수[명]","명","596",
"서산시","79세","여자인구수[명]","명","838",
"서산시","80세","총인구수[명]","명","1391",
"서산시","80세","남자인구수[명]","명","545",
"서산시","80세","여자인구수[명]","명","846",
"서산시","81세","총인구수[명]","명","893",
"서산시","81세","남자인구수[명]","명","371",
"서산시","81세","여자인구수[명]","명","522",
"서산시","82세","총인구수[명]","명","1038",
"서산시","82세","남자인구수[명]","명","392",
"서산시","82세","여자인구수[명]","명","646",
"서산시","83세","총인구수[명]","명","1051",
"서산시","83세","남자인구수[명]","명","399",
"서산시","83세","여자인구수[명]","명","652",
"서산시","84세","총인구수[명]","명","890",
"서산시","84세","남자인구수[명]","명","335",
"서산시","84세","여자인구수[명]","명","555",
"서산시","85세","총인구수[명]","명","857",
"서산시","85세","남자인구수[명]","명","281",
"서산시","85세","여자인구수[명]","명","576",
"서산시","86세","총인구수[명]","명","822",
"서산시","86세","남자인구수[명]","명","272",
"서산시","86세","여자인구수[명]","명","550",
